% image,traveresability_mask
/tmp/dataset/traversability_mask/image/188.png,/tmp/dataset/traversability_mask/mask/188.png
/tmp/dataset/traversability_mask/image/189.png,/tmp/dataset/traversability_mask/mask/189.png
/tmp/dataset/traversability_mask/image/19.png,/tmp/dataset/traversability_mask/mask/19.png
/tmp/dataset/traversability_mask/image/191.png,/tmp/dataset/traversability_mask/mask/191.png
/tmp/dataset/traversability_mask/image/192.png,/tmp/dataset/traversability_mask/mask/192.png
/tmp/dataset/traversability_mask/image/193.png,/tmp/dataset/traversability_mask/mask/193.png
/tmp/dataset/traversability_mask/image/194.png,/tmp/dataset/traversability_mask/mask/194.png
/tmp/dataset/traversability_mask/image/195.png,/tmp/dataset/traversability_mask/mask/195.png
/tmp/dataset/traversability_mask/image/196.png,/tmp/dataset/traversability_mask/mask/196.png
/tmp/dataset/traversability_mask/image/197.png,/tmp/dataset/traversability_mask/mask/197.png
/tmp/dataset/traversability_mask/image/198.png,/tmp/dataset/traversability_mask/mask/198.png
/tmp/dataset/traversability_mask/image/199.png,/tmp/dataset/traversability_mask/mask/199.png
/tmp/dataset/traversability_mask/image/2.png,/tmp/dataset/traversability_mask/mask/2.png
/tmp/dataset/traversability_mask/image/201.png,/tmp/dataset/traversability_mask/mask/201.png
/tmp/dataset/traversability_mask/image/202.png,/tmp/dataset/traversability_mask/mask/202.png
/tmp/dataset/traversability_mask/image/203.png,/tmp/dataset/traversability_mask/mask/203.png
/tmp/dataset/traversability_mask/image/204.png,/tmp/dataset/traversability_mask/mask/204.png
/tmp/dataset/traversability_mask/image/205.png,/tmp/dataset/traversability_mask/mask/205.png
/tmp/dataset/traversability_mask/image/206.png,/tmp/dataset/traversability_mask/mask/206.png
/tmp/dataset/traversability_mask/image/207.png,/tmp/dataset/traversability_mask/mask/207.png
/tmp/dataset/traversability_mask/image/208.png,/tmp/dataset/traversability_mask/mask/208.png
/tmp/dataset/traversability_mask/image/209.png,/tmp/dataset/traversability_mask/mask/209.png
/tmp/dataset/traversability_mask/image/21.png,/tmp/dataset/traversability_mask/mask/21.png
/tmp/dataset/traversability_mask/image/211.png,/tmp/dataset/traversability_mask/mask/211.png
/tmp/dataset/traversability_mask/image/212.png,/tmp/dataset/traversability_mask/mask/212.png
/tmp/dataset/traversability_mask/image/213.png,/tmp/dataset/traversability_mask/mask/213.png
/tmp/dataset/traversability_mask/image/214.png,/tmp/dataset/traversability_mask/mask/214.png
/tmp/dataset/traversability_mask/image/215.png,/tmp/dataset/traversability_mask/mask/215.png
/tmp/dataset/traversability_mask/image/216.png,/tmp/dataset/traversability_mask/mask/216.png
/tmp/dataset/traversability_mask/image/217.png,/tmp/dataset/traversability_mask/mask/217.png
/tmp/dataset/traversability_mask/image/218.png,/tmp/dataset/traversability_mask/mask/218.png
/tmp/dataset/traversability_mask/image/219.png,/tmp/dataset/traversability_mask/mask/219.png
/tmp/dataset/traversability_mask/image/22.png,/tmp/dataset/traversability_mask/mask/22.png
/tmp/dataset/traversability_mask/image/221.png,/tmp/dataset/traversability_mask/mask/221.png
/tmp/dataset/traversability_mask/image/222.png,/tmp/dataset/traversability_mask/mask/222.png
/tmp/dataset/traversability_mask/image/223.png,/tmp/dataset/traversability_mask/mask/223.png
/tmp/dataset/traversability_mask/image/224.png,/tmp/dataset/traversability_mask/mask/224.png
/tmp/dataset/traversability_mask/image/225.png,/tmp/dataset/traversability_mask/mask/225.png
/tmp/dataset/traversability_mask/image/226.png,/tmp/dataset/traversability_mask/mask/226.png
/tmp/dataset/traversability_mask/image/227.png,/tmp/dataset/traversability_mask/mask/227.png
/tmp/dataset/traversability_mask/image/228.png,/tmp/dataset/traversability_mask/mask/228.png
/tmp/dataset/traversability_mask/image/229.png,/tmp/dataset/traversability_mask/mask/229.png
/tmp/dataset/traversability_mask/image/23.png,/tmp/dataset/traversability_mask/mask/23.png
/tmp/dataset/traversability_mask/image/231.png,/tmp/dataset/traversability_mask/mask/231.png
/tmp/dataset/traversability_mask/image/232.png,/tmp/dataset/traversability_mask/mask/232.png
/tmp/dataset/traversability_mask/image/233.png,/tmp/dataset/traversability_mask/mask/233.png
/tmp/dataset/traversability_mask/image/234.png,/tmp/dataset/traversability_mask/mask/234.png
/tmp/dataset/traversability_mask/image/235.png,/tmp/dataset/traversability_mask/mask/235.png
/tmp/dataset/traversability_mask/image/236.png,/tmp/dataset/traversability_mask/mask/236.png
/tmp/dataset/traversability_mask/image/237.png,/tmp/dataset/traversability_mask/mask/237.png
/tmp/dataset/traversability_mask/image/238.png,/tmp/dataset/traversability_mask/mask/238.png
/tmp/dataset/traversability_mask/image/239.png,/tmp/dataset/traversability_mask/mask/239.png
/tmp/dataset/traversability_mask/image/24.png,/tmp/dataset/traversability_mask/mask/24.png
/tmp/dataset/traversability_mask/image/241.png,/tmp/dataset/traversability_mask/mask/241.png
/tmp/dataset/traversability_mask/image/242.png,/tmp/dataset/traversability_mask/mask/242.png
/tmp/dataset/traversability_mask/image/243.png,/tmp/dataset/traversability_mask/mask/243.png
/tmp/dataset/traversability_mask/image/244.png,/tmp/dataset/traversability_mask/mask/244.png
/tmp/dataset/traversability_mask/image/245.png,/tmp/dataset/traversability_mask/mask/245.png
/tmp/dataset/traversability_mask/image/246.png,/tmp/dataset/traversability_mask/mask/246.png
/tmp/dataset/traversability_mask/image/247.png,/tmp/dataset/traversability_mask/mask/247.png
/tmp/dataset/traversability_mask/image/248.png,/tmp/dataset/traversability_mask/mask/248.png
/tmp/dataset/traversability_mask/image/249.png,/tmp/dataset/traversability_mask/mask/249.png
/tmp/dataset/traversability_mask/image/25.png,/tmp/dataset/traversability_mask/mask/25.png
/tmp/dataset/traversability_mask/image/251.png,/tmp/dataset/traversability_mask/mask/251.png
/tmp/dataset/traversability_mask/image/252.png,/tmp/dataset/traversability_mask/mask/252.png
/tmp/dataset/traversability_mask/image/253.png,/tmp/dataset/traversability_mask/mask/253.png
/tmp/dataset/traversability_mask/image/254.png,/tmp/dataset/traversability_mask/mask/254.png
/tmp/dataset/traversability_mask/image/255.png,/tmp/dataset/traversability_mask/mask/255.png
/tmp/dataset/traversability_mask/image/256.png,/tmp/dataset/traversability_mask/mask/256.png
/tmp/dataset/traversability_mask/image/257.png,/tmp/dataset/traversability_mask/mask/257.png
/tmp/dataset/traversability_mask/image/258.png,/tmp/dataset/traversability_mask/mask/258.png
/tmp/dataset/traversability_mask/image/259.png,/tmp/dataset/traversability_mask/mask/259.png
/tmp/dataset/traversability_mask/image/26.png,/tmp/dataset/traversability_mask/mask/26.png
/tmp/dataset/traversability_mask/image/261.png,/tmp/dataset/traversability_mask/mask/261.png
/tmp/dataset/traversability_mask/image/262.png,/tmp/dataset/traversability_mask/mask/262.png
/tmp/dataset/traversability_mask/image/263.png,/tmp/dataset/traversability_mask/mask/263.png
/tmp/dataset/traversability_mask/image/264.png,/tmp/dataset/traversability_mask/mask/264.png
/tmp/dataset/traversability_mask/image/265.png,/tmp/dataset/traversability_mask/mask/265.png
/tmp/dataset/traversability_mask/image/266.png,/tmp/dataset/traversability_mask/mask/266.png
/tmp/dataset/traversability_mask/image/267.png,/tmp/dataset/traversability_mask/mask/267.png
/tmp/dataset/traversability_mask/image/268.png,/tmp/dataset/traversability_mask/mask/268.png
/tmp/dataset/traversability_mask/image/269.png,/tmp/dataset/traversability_mask/mask/269.png
/tmp/dataset/traversability_mask/image/27.png,/tmp/dataset/traversability_mask/mask/27.png
/tmp/dataset/traversability_mask/image/271.png,/tmp/dataset/traversability_mask/mask/271.png
/tmp/dataset/traversability_mask/image/272.png,/tmp/dataset/traversability_mask/mask/272.png
/tmp/dataset/traversability_mask/image/273.png,/tmp/dataset/traversability_mask/mask/273.png
/tmp/dataset/traversability_mask/image/274.png,/tmp/dataset/traversability_mask/mask/274.png
/tmp/dataset/traversability_mask/image/275.png,/tmp/dataset/traversability_mask/mask/275.png
/tmp/dataset/traversability_mask/image/276.png,/tmp/dataset/traversability_mask/mask/276.png
/tmp/dataset/traversability_mask/image/277.png,/tmp/dataset/traversability_mask/mask/277.png
/tmp/dataset/traversability_mask/image/278.png,/tmp/dataset/traversability_mask/mask/278.png
/tmp/dataset/traversability_mask/image/279.png,/tmp/dataset/traversability_mask/mask/279.png
/tmp/dataset/traversability_mask/image/28.png,/tmp/dataset/traversability_mask/mask/28.png
/tmp/dataset/traversability_mask/image/281.png,/tmp/dataset/traversability_mask/mask/281.png
/tmp/dataset/traversability_mask/image/282.png,/tmp/dataset/traversability_mask/mask/282.png
/tmp/dataset/traversability_mask/image/283.png,/tmp/dataset/traversability_mask/mask/283.png
/tmp/dataset/traversability_mask/image/284.png,/tmp/dataset/traversability_mask/mask/284.png
/tmp/dataset/traversability_mask/image/285.png,/tmp/dataset/traversability_mask/mask/285.png
/tmp/dataset/traversability_mask/image/286.png,/tmp/dataset/traversability_mask/mask/286.png
/tmp/dataset/traversability_mask/image/287.png,/tmp/dataset/traversability_mask/mask/287.png
/tmp/dataset/traversability_mask/image/288.png,/tmp/dataset/traversability_mask/mask/288.png
/tmp/dataset/traversability_mask/image/289.png,/tmp/dataset/traversability_mask/mask/289.png
/tmp/dataset/traversability_mask/image/29.png,/tmp/dataset/traversability_mask/mask/29.png
/tmp/dataset/traversability_mask/image/291.png,/tmp/dataset/traversability_mask/mask/291.png
/tmp/dataset/traversability_mask/image/292.png,/tmp/dataset/traversability_mask/mask/292.png
/tmp/dataset/traversability_mask/image/293.png,/tmp/dataset/traversability_mask/mask/293.png
/tmp/dataset/traversability_mask/image/294.png,/tmp/dataset/traversability_mask/mask/294.png
/tmp/dataset/traversability_mask/image/295.png,/tmp/dataset/traversability_mask/mask/295.png
/tmp/dataset/traversability_mask/image/296.png,/tmp/dataset/traversability_mask/mask/296.png
/tmp/dataset/traversability_mask/image/297.png,/tmp/dataset/traversability_mask/mask/297.png
/tmp/dataset/traversability_mask/image/298.png,/tmp/dataset/traversability_mask/mask/298.png
/tmp/dataset/traversability_mask/image/299.png,/tmp/dataset/traversability_mask/mask/299.png
/tmp/dataset/traversability_mask/image/3.png,/tmp/dataset/traversability_mask/mask/3.png
/tmp/dataset/traversability_mask/image/301.png,/tmp/dataset/traversability_mask/mask/301.png
/tmp/dataset/traversability_mask/image/302.png,/tmp/dataset/traversability_mask/mask/302.png
/tmp/dataset/traversability_mask/image/303.png,/tmp/dataset/traversability_mask/mask/303.png
/tmp/dataset/traversability_mask/image/304.png,/tmp/dataset/traversability_mask/mask/304.png
/tmp/dataset/traversability_mask/image/305.png,/tmp/dataset/traversability_mask/mask/305.png
/tmp/dataset/traversability_mask/image/306.png,/tmp/dataset/traversability_mask/mask/306.png
/tmp/dataset/traversability_mask/image/307.png,/tmp/dataset/traversability_mask/mask/307.png
/tmp/dataset/traversability_mask/image/308.png,/tmp/dataset/traversability_mask/mask/308.png
/tmp/dataset/traversability_mask/image/309.png,/tmp/dataset/traversability_mask/mask/309.png
/tmp/dataset/traversability_mask/image/31.png,/tmp/dataset/traversability_mask/mask/31.png
/tmp/dataset/traversability_mask/image/311.png,/tmp/dataset/traversability_mask/mask/311.png
/tmp/dataset/traversability_mask/image/312.png,/tmp/dataset/traversability_mask/mask/312.png
/tmp/dataset/traversability_mask/image/313.png,/tmp/dataset/traversability_mask/mask/313.png
/tmp/dataset/traversability_mask/image/314.png,/tmp/dataset/traversability_mask/mask/314.png
/tmp/dataset/traversability_mask/image/315.png,/tmp/dataset/traversability_mask/mask/315.png
/tmp/dataset/traversability_mask/image/316.png,/tmp/dataset/traversability_mask/mask/316.png
/tmp/dataset/traversability_mask/image/317.png,/tmp/dataset/traversability_mask/mask/317.png
/tmp/dataset/traversability_mask/image/318.png,/tmp/dataset/traversability_mask/mask/318.png
/tmp/dataset/traversability_mask/image/319.png,/tmp/dataset/traversability_mask/mask/319.png
/tmp/dataset/traversability_mask/image/32.png,/tmp/dataset/traversability_mask/mask/32.png
/tmp/dataset/traversability_mask/image/321.png,/tmp/dataset/traversability_mask/mask/321.png
/tmp/dataset/traversability_mask/image/322.png,/tmp/dataset/traversability_mask/mask/322.png
/tmp/dataset/traversability_mask/image/323.png,/tmp/dataset/traversability_mask/mask/323.png
/tmp/dataset/traversability_mask/image/324.png,/tmp/dataset/traversability_mask/mask/324.png
/tmp/dataset/traversability_mask/image/325.png,/tmp/dataset/traversability_mask/mask/325.png
/tmp/dataset/traversability_mask/image/326.png,/tmp/dataset/traversability_mask/mask/326.png
/tmp/dataset/traversability_mask/image/327.png,/tmp/dataset/traversability_mask/mask/327.png
/tmp/dataset/traversability_mask/image/328.png,/tmp/dataset/traversability_mask/mask/328.png
/tmp/dataset/traversability_mask/image/329.png,/tmp/dataset/traversability_mask/mask/329.png
/tmp/dataset/traversability_mask/image/33.png,/tmp/dataset/traversability_mask/mask/33.png
/tmp/dataset/traversability_mask/image/331.png,/tmp/dataset/traversability_mask/mask/331.png
/tmp/dataset/traversability_mask/image/332.png,/tmp/dataset/traversability_mask/mask/332.png
/tmp/dataset/traversability_mask/image/333.png,/tmp/dataset/traversability_mask/mask/333.png
/tmp/dataset/traversability_mask/image/334.png,/tmp/dataset/traversability_mask/mask/334.png
/tmp/dataset/traversability_mask/image/335.png,/tmp/dataset/traversability_mask/mask/335.png
/tmp/dataset/traversability_mask/image/336.png,/tmp/dataset/traversability_mask/mask/336.png
/tmp/dataset/traversability_mask/image/337.png,/tmp/dataset/traversability_mask/mask/337.png
/tmp/dataset/traversability_mask/image/338.png,/tmp/dataset/traversability_mask/mask/338.png
/tmp/dataset/traversability_mask/image/339.png,/tmp/dataset/traversability_mask/mask/339.png
/tmp/dataset/traversability_mask/image/34.png,/tmp/dataset/traversability_mask/mask/34.png
/tmp/dataset/traversability_mask/image/341.png,/tmp/dataset/traversability_mask/mask/341.png
/tmp/dataset/traversability_mask/image/342.png,/tmp/dataset/traversability_mask/mask/342.png
/tmp/dataset/traversability_mask/image/343.png,/tmp/dataset/traversability_mask/mask/343.png
/tmp/dataset/traversability_mask/image/344.png,/tmp/dataset/traversability_mask/mask/344.png
/tmp/dataset/traversability_mask/image/345.png,/tmp/dataset/traversability_mask/mask/345.png
/tmp/dataset/traversability_mask/image/346.png,/tmp/dataset/traversability_mask/mask/346.png
/tmp/dataset/traversability_mask/image/347.png,/tmp/dataset/traversability_mask/mask/347.png
/tmp/dataset/traversability_mask/image/348.png,/tmp/dataset/traversability_mask/mask/348.png
/tmp/dataset/traversability_mask/image/349.png,/tmp/dataset/traversability_mask/mask/349.png
/tmp/dataset/traversability_mask/image/35.png,/tmp/dataset/traversability_mask/mask/35.png
/tmp/dataset/traversability_mask/image/351.png,/tmp/dataset/traversability_mask/mask/351.png
/tmp/dataset/traversability_mask/image/352.png,/tmp/dataset/traversability_mask/mask/352.png
/tmp/dataset/traversability_mask/image/353.png,/tmp/dataset/traversability_mask/mask/353.png
/tmp/dataset/traversability_mask/image/354.png,/tmp/dataset/traversability_mask/mask/354.png
/tmp/dataset/traversability_mask/image/355.png,/tmp/dataset/traversability_mask/mask/355.png
/tmp/dataset/traversability_mask/image/356.png,/tmp/dataset/traversability_mask/mask/356.png
/tmp/dataset/traversability_mask/image/357.png,/tmp/dataset/traversability_mask/mask/357.png
/tmp/dataset/traversability_mask/image/358.png,/tmp/dataset/traversability_mask/mask/358.png
/tmp/dataset/traversability_mask/image/359.png,/tmp/dataset/traversability_mask/mask/359.png
/tmp/dataset/traversability_mask/image/36.png,/tmp/dataset/traversability_mask/mask/36.png
/tmp/dataset/traversability_mask/image/361.png,/tmp/dataset/traversability_mask/mask/361.png
/tmp/dataset/traversability_mask/image/362.png,/tmp/dataset/traversability_mask/mask/362.png
/tmp/dataset/traversability_mask/image/363.png,/tmp/dataset/traversability_mask/mask/363.png
/tmp/dataset/traversability_mask/image/364.png,/tmp/dataset/traversability_mask/mask/364.png
/tmp/dataset/traversability_mask/image/365.png,/tmp/dataset/traversability_mask/mask/365.png
/tmp/dataset/traversability_mask/image/366.png,/tmp/dataset/traversability_mask/mask/366.png
/tmp/dataset/traversability_mask/image/367.png,/tmp/dataset/traversability_mask/mask/367.png
/tmp/dataset/traversability_mask/image/368.png,/tmp/dataset/traversability_mask/mask/368.png
/tmp/dataset/traversability_mask/image/369.png,/tmp/dataset/traversability_mask/mask/369.png
/tmp/dataset/traversability_mask/image/37.png,/tmp/dataset/traversability_mask/mask/37.png
/tmp/dataset/traversability_mask/image/371.png,/tmp/dataset/traversability_mask/mask/371.png
/tmp/dataset/traversability_mask/image/372.png,/tmp/dataset/traversability_mask/mask/372.png
/tmp/dataset/traversability_mask/image/373.png,/tmp/dataset/traversability_mask/mask/373.png
/tmp/dataset/traversability_mask/image/374.png,/tmp/dataset/traversability_mask/mask/374.png
/tmp/dataset/traversability_mask/image/375.png,/tmp/dataset/traversability_mask/mask/375.png
/tmp/dataset/traversability_mask/image/376.png,/tmp/dataset/traversability_mask/mask/376.png
/tmp/dataset/traversability_mask/image/377.png,/tmp/dataset/traversability_mask/mask/377.png
/tmp/dataset/traversability_mask/image/378.png,/tmp/dataset/traversability_mask/mask/378.png
/tmp/dataset/traversability_mask/image/379.png,/tmp/dataset/traversability_mask/mask/379.png
/tmp/dataset/traversability_mask/image/38.png,/tmp/dataset/traversability_mask/mask/38.png
/tmp/dataset/traversability_mask/image/381.png,/tmp/dataset/traversability_mask/mask/381.png
/tmp/dataset/traversability_mask/image/382.png,/tmp/dataset/traversability_mask/mask/382.png
/tmp/dataset/traversability_mask/image/383.png,/tmp/dataset/traversability_mask/mask/383.png
/tmp/dataset/traversability_mask/image/384.png,/tmp/dataset/traversability_mask/mask/384.png
/tmp/dataset/traversability_mask/image/385.png,/tmp/dataset/traversability_mask/mask/385.png
/tmp/dataset/traversability_mask/image/386.png,/tmp/dataset/traversability_mask/mask/386.png
/tmp/dataset/traversability_mask/image/387.png,/tmp/dataset/traversability_mask/mask/387.png
/tmp/dataset/traversability_mask/image/388.png,/tmp/dataset/traversability_mask/mask/388.png
/tmp/dataset/traversability_mask/image/389.png,/tmp/dataset/traversability_mask/mask/389.png
/tmp/dataset/traversability_mask/image/39.png,/tmp/dataset/traversability_mask/mask/39.png
/tmp/dataset/traversability_mask/image/391.png,/tmp/dataset/traversability_mask/mask/391.png
/tmp/dataset/traversability_mask/image/392.png,/tmp/dataset/traversability_mask/mask/392.png
/tmp/dataset/traversability_mask/image/393.png,/tmp/dataset/traversability_mask/mask/393.png
/tmp/dataset/traversability_mask/image/394.png,/tmp/dataset/traversability_mask/mask/394.png
/tmp/dataset/traversability_mask/image/395.png,/tmp/dataset/traversability_mask/mask/395.png
/tmp/dataset/traversability_mask/image/396.png,/tmp/dataset/traversability_mask/mask/396.png
/tmp/dataset/traversability_mask/image/397.png,/tmp/dataset/traversability_mask/mask/397.png
/tmp/dataset/traversability_mask/image/398.png,/tmp/dataset/traversability_mask/mask/398.png
/tmp/dataset/traversability_mask/image/399.png,/tmp/dataset/traversability_mask/mask/399.png
/tmp/dataset/traversability_mask/image/4.png,/tmp/dataset/traversability_mask/mask/4.png
/tmp/dataset/traversability_mask/image/401.png,/tmp/dataset/traversability_mask/mask/401.png
/tmp/dataset/traversability_mask/image/402.png,/tmp/dataset/traversability_mask/mask/402.png
/tmp/dataset/traversability_mask/image/403.png,/tmp/dataset/traversability_mask/mask/403.png
/tmp/dataset/traversability_mask/image/404.png,/tmp/dataset/traversability_mask/mask/404.png
/tmp/dataset/traversability_mask/image/405.png,/tmp/dataset/traversability_mask/mask/405.png
/tmp/dataset/traversability_mask/image/406.png,/tmp/dataset/traversability_mask/mask/406.png
/tmp/dataset/traversability_mask/image/407.png,/tmp/dataset/traversability_mask/mask/407.png
/tmp/dataset/traversability_mask/image/408.png,/tmp/dataset/traversability_mask/mask/408.png
/tmp/dataset/traversability_mask/image/409.png,/tmp/dataset/traversability_mask/mask/409.png
